338|Engaging Communities in Urban Design: The early days of Neighbourhood Planning in the UK|ThePrinces Foundationis at the forefront of Neighbourhood Planning in the UK.Samantha Irvine, who has worked on some of their early Neighbourhood Planning projects, reflects on the parallels between the Prince's Foundation Enquiry by Design process and the Human Centred Design process.|December 07, 2012|Samantha Irvine|CLEAR VILLAGE|http://www.hcdconnect.org/profiles/samantha-irvine/|Wolverton, United Kingdom|Community Development
339|Empowering farmers through data|Brainstorming how to engage farmers to increase the efficiency of their groundwater use.|December 07, 2012|Melissa Rohde|Stanford University|http://www.hcdconnect.org/profiles/melissa-rohde/|Palo Alto, CA|Environment;Community Development;Education;Agriculture;Water
340|Educating Farmers for Increased Use of Distillation Unit|Farmers in Barabanki, India are leaving their distillation units idle 10 months of the year because they are unaware of which crops they can grow for extracting essential oils.|December 09, 2012|Ravi Prakash|Jet Propulsion Laboratory|http://www.hcdconnect.org/profiles/ravi-prakash/|Barabanki, Uttar Pradesh, India|Agriculture
341|Storytelling: I am a box of education|&#13;|December 09, 2012|Nicholas Steele|Jet Propulsion Laboratory|http://www.hcdconnect.org/profiles/nicholas-steele/|SFSU, Holloway Avenue, San Francisco, CA|Community Development;Education
342|Body storming: I am using a box of education|&#13;|December 09, 2012|Nicholas Steele|Jet Propulsion Laboratory|http://www.hcdconnect.org/profiles/nicholas-steele/|SFSU, Font Boulevard, San Francisco, CA|Community Development;Education
343|Models: If I were a box for eduction, what would I be.|Initial physical mock-up of the container for a mobile classroom.|December 09, 2012|Nicholas Steele|Jet Propulsion Laboratory|http://www.hcdconnect.org/profiles/nicholas-steele/|Berkeley, CA|Education
344|West Oakland Residents Share Their Food Justice-Healthy Food Desires and Hopes|With a beginner's mind and a design challenge steering our navigation of the HCD design toolkit journey, Mills MBa students conduct research to achieve healthy food access and food justice for the West Oakland residents who need it.|December 10, 2012|Elouise Burrell|California Institute of Integral Studies|http://www.hcdconnect.org/profiles/elouise-burrell/|Oakland, CA|Environment;Community Development;Education;Health
345|Design &amp; Deliver: Easier Access to Healthy Food Through City Policy|Deliver structural, systematic change through city policy to provide easier access to fresh foods.|December 10, 2012|Robin Roth|Lorry I. Lokey Graduate School of Business, Mills College|http://www.hcdconnect.org/profiles/robin-roth/|Oakland, CA|Community Development;Education;Health;Agriculture
346|Enhancing the ideas of social entrepeneurships in Slovenia: the Working restaurant project|&#13;|December 11, 2012|Nina Mrsnik|G-R-U-P-A|http://www.hcdconnect.org/profiles/nina-mrsnik/|Wolverton, United Kingdom|Environment;Community Development;Education
347|Banking unbanked people in Burundi-Design a social web &amp; tools to reduce costs and increase income for farmers &amp; SMEs owners|&#13;|December 11, 2012|Jean-Claude Kamwenubusa|Social Enterprise|http://www.hcdconnect.org/profiles/jean-claude-kamwenubusa/|Gauteng, South Africa|Community Development;Energy;Agriculture;Financial Services
348|Take a Journey to Peru with Prodigal Daughter!|Prodigal Daughteris an intimate documentary film about Peruvian immigrant and cancer survivor Mabel Valdiviezo, who returns to her native land to reconnect with the family she left behind and reclaim her rightful place.|December 11, 2012|Brianna Russell|Mama Hope|http://www.hcdconnect.org/profiles/brianna-russell/|Sao Paulo - So Paulo, Brazil|Community Development;Education
349|Bridging the education gap|Prototyping the Zaya school in a box.|December 11, 2012|Kayvan Mojtahedzadeh|SFSU-DAI department|http://www.hcdconnect.org/profiles/k1mj/|San Francisco, CA|Community Development;Education
350|Progress Report on the Lab's Development: #3|Updating the HCD Connect Community on the progress we've made towards establishing the Youth Voice Lab.|December 12, 2012|Manny Fassihi|Bhutan Centre for Media and Democracy|http://www.hcdconnect.org/profiles/manny-fassihi/|Thimphu, Bhutan|Community Development;Education
351|Where does all that smoke come from?|Efforts at curbing smoke emissions during the charcoal pyrolysis process leads to new insights and unexpected twists in our design process.|December 13, 2012|Kevin Kung|Massachusetts Institute of Technology|http://www.hcdconnect.org/profiles/kevin-kung/|Rumuruti, Rift Valley, Kenya|Environment;Health;Energy;Agriculture
352|Grassroots Organizations Share Stories|Creating connections on an international level addresses inequality and access to justice in conflict affected populations.|December 13, 2012|Angelina Klouthis|FAVACA|http://www.hcdconnect.org/profiles/angelina-klouthis/|Sao Paulo - So Paulo, Brazil|Community Development;Education;Gender Equity
353|Using the Design Process as an Intervention with At-risk Youth|During a 4-week pilot workshop, volunteers worked with middle school children from urban group homes to teach them about design thinking in context of their future occupations.|December 13, 2012|LeAnne Wagner|Self-employed|http://www.hcdconnect.org/profiles/leanne-wagner-1/|Berkeley, CA|Community Development;Education
354|School Management Committees and Human Centered Design|At Accountability Initiative, we are working with a group of enthusiastic grassroot researchers to develop tools which School Management Committees can use to better manage the resources in their school and in this development we are making sure that we take a Human Centered Approach.|December 13, 2012|Laina Emmanuel|Accountability Initiative|http://www.hcdconnect.org/profiles/laina-emmanuel/|Mumbai, Maharashtra, India|Education
355|Engaging Agriculturalists|In this post, we touch on some take-aways regarding interview techniques, managing expectations, and the importance of identifying local leadership.|December 14, 2012|Michael Kuntz|Accountability Initiative|http://www.hcdconnect.org/profiles/529016931/|Madre de Dios, Peru|Community Development;Agriculture;Financial Services
356|Measurement of Social Impact -Poverty Score Card|Measurement of social impact is always a challenge for many social purpose organizations. In 2010, BRAC Uganda created its own poverty score card. This story addresses some findings and challenges found from a trainning for local employees to implement this tool.|December 15, 2012|Yoshitaka Tabuchi|Accountability Initiative|http://www.hcdconnect.org/profiles/yoshitaka-tabuchi/|Gauteng, South Africa|Financial Services
357|Insights into Kenyan Agricultural Produce Buyers|&#13;|December 15, 2012|Linda Kwamboka|MFarm Limited|http://www.hcdconnect.org/profiles/linda-kwamboka/|Ngong Road, Nairobi, Kenya|Agriculture
358|User Testing &amp; Measuring Efficiency in Awassa, Ethiopia|Roger Wilson, project leader for thePepper Shredder, is currently working in Ethiopia and shares some of his stories from user testing and demonstrations in Awassa.|December 15, 2012|Samuel Hamner|D-Rev|http://www.hcdconnect.org/profiles/samner/|Ethiopia|Agriculture
359|Reporting from the Last Mile in Rural India|IDEO.org'sCris ValerioandJoerg Studenthave spent the last seven daystraveling the backroads of Bihar state in India withWorld Health Partners (WHP), our fourth and final Innovation Fund project.|December 17, 2012|Cris Valerio|IDEO.org|http://www.hcdconnect.org/profiles/cris-valerio/|Vijayawada, Andhra Pradesh, India|Health
360|Basics of Steam Distillation|A brief overview of steam distillation to orient the reader for other stories in this project.|December 17, 2012|Ravi Prakash|Jet Propulsion Laboratory|http://www.hcdconnect.org/profiles/ravi-prakash/|Barabanki, Uttar Pradesh, India|Agriculture
361|Loan structure feedback from group interviews|Using repayment structure scenarios to bring out the most poignant thoughts and concerns during group interviewing.|December 17, 2012|Jacqui Watts|Uganda Rural Community Service Foundation (URCSF)|http://www.hcdconnect.org/profiles/jacqui-watts/|Rakai, Central Region, Uganda|Community Development;Agriculture;Financial Services
362|W|E|December 19, 2012|Nadine Umuhire|Uganda Rural Community Service Foundation (URCSF)|http://www.hcdconnect.org/profiles/nadine rugira-umuhire/|Gauteng, South Africa|Community Development;Education;Gender Equity
363|Supporting Girls to Deal with Monthly Periods|&#13;|December 20, 2012|Nadine Umuhire|Uganda Rural Community Service Foundation (URCSF)|http://www.hcdconnect.org/profiles/nadine rugira-umuhire/|Gauteng, South Africa|Health
364|Community empowerment through Neighbourhood Planning in Wolverton, Milton Keynes|Along with Milton Keynes Council and with help from the Prince's Foundation, Wolverton residents will create one of the first masterplans under new UK legislation that devolves certain planning powers from local authorities to communities themselves.|December 20, 2012|Samantha Irvine|CLEAR VILLAGE|http://www.hcdconnect.org/profiles/samantha-irvine/|United Kingdom|Community Development
365|Affordable and sturdy latrine designs using locally available materials in Malawi|Crowdsourcing knowledge from builders and masons to create innovative latrine designs that are sturdy, affordable, and can be built from locally available materials in Malawi.|December 20, 2012|Belinda Li|Engineers Without Borders Canada|http://www.hcdconnect.org/profiles/belinda-0/|Gauteng, South Africa|Water;Community Development;Health
366|H.E.A.R - Promoting endogenous development  through participatory videos|Project HEARuses Participatory Videos for people in poor communities to create documentaries about their lives, through which endogenous development will be nurtured and poor people will be empowered|December 20, 2012|Thuy Dinh|Project H.E.A.R|http://www.hcdconnect.org/profiles/thuy-dinh/|Hanoi, Vietnam|Community Development;Education;Gender Equity
367|Queer-Awareness though free media|Queer films do not release in smaller india towns or cities. Having queer cinema and cultural fetival for and by the LGBT will help bring about the much needed change in the mindsets of people and set the foundation of free and liberal thinking society in Pune.|December 21, 2012|Sagar Dave|Free Lance|http://www.hcdconnect.org/profiles/sagar-dave/|Vijayawada, Andhra Pradesh, India|Community Development;Health;Gender Equity
